,0
4064,['question']
4065,['informational_support']
4066,[]
4067,['informational_support']
4068,['informational_support']
4069,"['informational_support', 'question']"
4070,"['informational_support', 'question']"
4071,['narrative']
4072,['informational_support']
4073,['external_source']
4074,['informational_support']
4075,['informational_support']
4076,"['external_source', 'informational_support']"
4077,['informational_support']
4078,['emotional_support']
4079,['question']
4080,['narrative']
4081,['narrative']
4082,['question']
4083,"['narrative', 'question']"
4084,['narrative']
4085,['emotional_support']
4086,['informational_support']
4087,['informational_support']
4088,['informational_support']
4089,['question']
4090,['informational_support']
4091,['informational_support']
4092,['informational_support']
4093,['narrative']
4094,['narrative']
4095,['narrative']
4096,['emotional_support']
4097,['narrative']
4098,['informational_support']
4099,['narrative']
4100,['narrative']
4101,['external_source']
4102,['informational_support']
4103,['narrative']
4104,"['narrative', 'question']"
4105,[]
4106,['emotional_support']
4107,"['external_source', 'informational_support']"
4108,['informational_support']
4109,['informational_support']
4110,['informational_support']
4111,['question']
4112,['informational_support']
4113,['narrative']
4114,['informational_support']
4115,['narrative']
4116,"['emotional_support', 'narrative']"
4117,['informational_support']
4118,"['informational_support', 'narrative']"
4119,['informational_support']
4120,['narrative']
4121,['informational_support']
4122,"['narrative', 'question']"
4123,['narrative']
4124,['narrative']
4125,['narrative']
4126,"['informational_support', 'question']"
4127,['question']
4128,['informational_support']
4129,['narrative']
4130,['emotional_support']
4131,['narrative']
4132,['question']
4133,"['emotional_support', 'narrative']"
4134,['emotional_support']
4135,['narrative']
4136,['narrative']
4137,"['emotional_support', 'informational_support']"
4138,['informational_support']
4139,['narrative']
4140,['narrative']
4141,['narrative']
4142,"['informational_support', 'narrative']"
4143,['narrative']
4144,['informational_support']
4145,"['informational_support', 'narrative']"
4146,"['external_source', 'informational_support']"
4147,['question']
4148,['question']
4149,['narrative']
4150,['narrative']
4151,['informational_support']
4152,['emotional_support']
4153,[]
4154,['external_source']
4155,['emotional_support']
4156,"['informational_support', 'question']"
4157,['narrative']
4158,['informational_support']
4159,['question']
4160,[]
4161,[]
4162,['narrative']
4163,['emotional_support']
4164,['narrative']
4165,"['informational_support', 'question']"
4166,['informational_support']
4167,['informational_support']
4168,['informational_support']
4169,"['narrative', 'question']"
4170,"['narrative', 'question']"
4171,['informational_support']
4172,"['informational_support', 'question']"
4173,[]
4174,"['informational_support', 'narrative']"
4175,"['informational_support', 'question']"
4176,['narrative']
4177,['informational_support']
4178,['narrative']
4179,['informational_support']
4180,[]
4181,"['informational_support', 'question']"
4182,['narrative']
4183,['informational_support']
4184,['narrative']
4185,['informational_support']
4186,['narrative']
4187,['narrative']
4188,['narrative']
4189,['question']
4190,['emotional_support']
4191,"['emotional_support', 'informational_support', 'narrative']"
4192,['informational_support']
4193,['narrative']
4194,['narrative']
4195,['narrative']
4196,['emotional_support']
4197,['informational_support']
4198,['informational_support']
4199,['narrative']
4200,['narrative']
4201,['question']
4202,['informational_support']
4203,['informational_support']
4204,['question']
4205,['informational_support']
4206,['narrative']
4207,"['external_source', 'informational_support']"
4208,['narrative']
4209,"['informational_support', 'question']"
4210,['narrative']
4211,['narrative']
4212,"['external_source', 'informational_support']"
4213,"['informational_support', 'narrative']"
4214,"['informational_support', 'narrative']"
4215,"['external_source', 'informational_support', 'question']"
4216,"['emotional_support', 'narrative']"
4217,['emotional_support']
4218,"['emotional_support', 'informational_support']"
4219,"['emotional_support', 'informational_support']"
4220,['narrative']
4221,['informational_support']
4222,"['informational_support', 'narrative']"
4223,"['informational_support', 'narrative']"
4224,['informational_support']
4225,['informational_support']
4226,['informational_support']
4227,['narrative']
4228,['narrative']
4229,[]
4230,['narrative']
4231,['emotional_support']
4232,['emotional_support']
4233,[]
4234,['emotional_support']
4235,['emotional_support']
4236,['external_source']
4237,['emotional_support']
4238,"['external_source', 'informational_support']"
4239,['informational_support']
4240,['informational_support']
4241,"['informational_support', 'question']"
4242,['question']
4243,['question']
4244,['informational_support']
4245,['informational_support']
4246,['informational_support']
4247,['informational_support']
4248,['informational_support']
4249,['informational_support']
4250,['narrative']
4251,[]
4252,[]
4253,[]
4254,['informational_support']
4255,['narrative']
4256,['narrative']
4257,['narrative']
4258,['narrative']
4259,"['informational_support', 'question']"
4260,[]
4261,['informational_support']
4262,['narrative']
4263,['narrative']
4264,"['informational_support', 'narrative']"
4265,['narrative']
4266,['informational_support']
4267,['informational_support']
4268,['informational_support']
4269,['informational_support']
4270,['narrative']
4271,['informational_support']
4272,['informational_support']
4273,['external_source']
4274,"['informational_support', 'question']"
4275,['narrative']
4276,['narrative']
4277,['narrative']
4278,['narrative']
4279,['informational_support']
4280,['informational_support']
4281,['informational_support']
4282,['question']
4283,['question']
4284,['informational_support']
4285,['emotional_support']
4286,['informational_support']
4287,['narrative']
4288,['informational_support']
4289,['informational_support']
4290,['narrative']
4291,[]
4292,['narrative']
4293,['informational_support']
4294,['informational_support']
4295,['emotional_support']
4296,"['external_source', 'informational_support']"
4297,['emotional_support']
4298,[]
4299,['informational_support']
4300,['narrative']
4301,['informational_support']
4302,['narrative']
4303,['narrative']
4304,['narrative']
4305,['informational_support']
4306,['informational_support']
4307,['narrative']
4308,['informational_support']
4309,['narrative']
4310,['emotional_support']
4311,['emotional_support']
4312,[]
4313,['informational_support']
4314,['emotional_support']
4315,['narrative']
4316,['informational_support']
4317,['question']
4318,['informational_support']
4319,['informational_support']
4320,['narrative']
4321,"['informational_support', 'question']"
